timestamp,satellite,azimuth_deg,elevation_deg,distance_km,relative_velocity_kms,doppler_shift_hz,tx_freq_ghz,rx_freq_hz,ue_lat,ue_lon,ue_alt_m,time_minutes
2026-01-20T23:01:05+00:00,SAT-66341,211.1140592187595,40.11092628506634,497913.727665582,-123.75719042857173,4334500.301205053,10.5,10504334500.301205,47.655,-122.3035,60.0,1.0833333333333333
2026-01-20T23:01:06+00:00,SAT-66341,208.58959933587266,40.635155067079694,497790.3004943279,-122.4524583619789,4288803.065221802,10.5,10504288803.065222,47.655,-122.3035,60.0,1.1
2026-01-20T23:01:07+00:00,SAT-66341,206.0268491046361,41.10324154017647,497668.1745758549,-120.99990653608847,4237928.555990988,10.5,10504237928.55599,47.655,-122.3035,60.0,1.1166666666666667
2026-01-20T23:01:08+00:00,SAT-66341,203.4291136706452,41.51341738325729,497547.4973357363,-119.40126215183486,4181937.267395386,10.5,10504181937.267395,47.655,-122.3035,60.0,1.1333333333333333
2026-01-20T23:01:09+00:00,SAT-66341,200.8001915935658,41.864074527724156,497428.4144769502,-117.65842341886733,4120895.6827663323,10.5,10504120895.682766,47.655,-122.3035,60.0,1.15
2026-01-20T23:01:10+00:00,SAT-66341,198.14434430486943,42.153791546857086,497311.0698093271,-115.77345710113343,4054876.1889196727,10.5,10504054876.18892,47.655,-122.3035,60.0,1.1666666666666667
2026-01-20T23:01:11+00:00,SAT-66341,195.46625058731578,42.38135833327743,497195.60508144484,-113.7485967463549,3983957.0141445203,10.5,10503983957.014145,47.655,-122.3035,60.0,1.1833333333333333
2026-01-20T23:01:12+00:00,SAT-66341,192.7709465257515,42.545798114396746,497082.1598142899,-111.58623958583847,3908222.119621515,10.5,10503908222.119621,47.655,-122.3035,60.0,1.2
2026-01-20T23:01:13+00:00,SAT-66341,190.06375230924942,42.64638589238997,496970.87113800953,-109.28894450497936,3827761.1283412715,10.5,10503827761.128342,47.655,-122.3035,60.0,1.2166666666666666
2026-01-20T23:01:14+00:00,SAT-66341,187.35018808044234,42.682662505885254,496861.8736306899,-106.85942824044392,3742669.191913631,10.5,10503742669.191914,47.655,-122.3035,60.0,1.2333333333333334
2026-01-20T23:01:15+00:00,SAT-66341,184.63588186270664,42.65444367327068,496755.2991609248,-104.30056401238355,3653046.942662004,10.5,10503653046.942661,47.655,-122.3035,60.0,1.25
2026-01-20T23:01:16+00:00,SAT-66341,181.92647307491941,42.561823597857774,496651.27673174976,-101.6153770083206,3559000.3354499545,10.5,10503559000.33545,47.655,-122.3035,60.0,1.2666666666666666
2026-01-20T23:01:17+00:00,SAT-66341,179.22751560893303,42.40517296514881,496549.9323290802,-98.80704114927694,3460640.534417339,10.5,10503460640.534418,47.655,-122.3035,60.0,1.2833333333333334
2026-01-20T23:01:18+00:00,SAT-66341,176.54438437312027,42.18513143306602,496451.38877337397,-95.87887679291322,3358083.8325345353,10.5,10503358083.832535,47.655,-122.3035,60.0,1.3
2026-01-20T23:01:19+00:00,SAT-66341,173.88218894753976,41.90259496818706,496355.7655735858,-92.83434560755124,3251451.472069014,10.5,10503251451.472069,47.655,-122.3035,60.0,1.3166666666666667
